Supplier,internal_company_code,Risk Type,Overall Risk Level,Transparency Level,FRDM Score,countries,Country Risk Level,industries,Industry Risk Level,products,Product Risk Level,Spend Amount,Spend Level,Product Regulation,Industry Regulation,tags,supplier_id,name,topline_risk_score,frdm_score,transparency_score,all_country_risk_score,all_industry_risk_score,purchase_risk,created_at,created_at,id,parent_id,portal_in_url,address,all_alerts_count,Documents,Trade Partner Risk Level,trade_partner_risk
Going Up Elevators Pty Ltd/Mp Lifts,"",human_rights,Low Moderate,Moderate Weak,46,AUS,Low,Elevator and Moving Stairway Manufacturing,High,Elevators,Moderate,5600.0,low,Conflict Mineral,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,687649,Cricket Australia,0.38,46,0.336,0.09444,0.646,0.47590931469461595,2025-06-26 12:44:27 UTC,2025-06-26 12:44:27 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=687649,,0,,,
Hotel Realm,"",human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Hotels (Except Casino Hotels) and Motels,Low Moderate,Hotel Rooms,Moderate,2100.0,low,,BLS Nonfatal| PFAS| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain,,30306,Cricket Australia,0.38,0,0.3,0.09444,0.20152,0.4717331075697216,2020-03-21 19:54:19 UTC,2025-06-27 04:21:40 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=30306,,0,,,
Sign Event Pty Ltd,,human_rights,Low Moderate,Moderate Weak,51,AUS| CHN,High,Sign Manufacturing,High,Advertising| Industrial Printing Services| Promotional Or Advertising Printing| Signage,Low Moderate,5440.0,,,UK MSA,Signage,309787,Cricket Australia,0.37,51,0.32,0.65231,0.624,0.2111395590007279,2021-10-19 18:41:34 UTC,2021-10-19 18:41:35 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309787,"1 Rutherford Court, Earlstrees Industrial Estate, Corby, Northamptonshire, England, NN17 4SJ",0,,Low,0.0
Vanuatu Cricket Association,,human_rights,Low Moderate,Moderate Weak,36,VUT,High,Professional Organizations,Low,,,30000.0,,,Data Breach High Incident| Data Breach Vulnerability,Non-Procurement Spend,310068,Cricket Australia,0.37,36,0.24,0.72719,0.01,,2021-10-19 20:21:33 UTC,2021-10-19 20:21:34 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310068,"1st Flr, B & P House, P. O. Box 240, Port Vila, Port Vila, Vanuatu| B&p, 1st Floor, Kumul Highway, Port Vila, Vanuatu",0,,,
Zendesk,,human_rights,Low Moderate,Moderate Weak,51,USA,Low,Software Publishers,Low,Electrical System Services| Software,Moderate,75583.0,,Conflict Mineral,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Software Licenses & Subscriptions,6480,Cricket Australia,0.37,51,0.28,0.17059,0.01,0.5267794770916341,2020-02-29 10:17:01 UTC,2021-10-19 20:29:06 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=6480,"1040031, 東京都, 中央区, 京橋２丁目２番１号京橋エドグラン| Zendesk, Inc 94103 SF CA CA| Zendesk, Inc SF CA 94103| 東京都中央区京橋２丁目２番１号京橋エドグラン",0,,Low,0.0
CommHand,"",human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Commercial and Institutional Building Construction| Other Services to Buildings and Dwellings,Low,Building Maintenance And Repair Services| Facility Maintenance And Repair Services,Moderate,44000.0,low,,CSRD| Data Breach Vulnerability| Dutch CLDD| EUFLR| LKSG| PFAS| Water Quantity Supply Chain,Maintenance,310231,Cricket Australia,0.37,0,0.3,0.09444,0.11,0.5267794770916341,2021-10-19 21:12:28 UTC,2021-10-19 21:12:28 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310231,147 CYPRESS DR.| 147 CYPRESS DR. TWIN PEAKS CA  92391| P.O. BOX 1270 TWIN PEAKS CA  92391,0,,,
Power Parameters Pty Ltd,,human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Commercial and Institutional Building Construction| Other Services to Buildings and Dwellings,Low,Building Maintenance And Repair Services| Facility Maintenance And Repair Services,Moderate,2320.0,,,CSRD| Data Breach Vulnerability| Dutch CLDD| EUFLR| LKSG| PFAS| Water Quantity Supply Chain,Maintenance,310233,Cricket Australia,0.37,0,0.3,0.09444,0.11,0.5267794770916341,2021-10-19 21:13:07 UTC,2021-10-19 21:13:07 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310233,"16, HUDSON TECHNOCENTRE, 05, NEW INDUSTRIAL ROAD| PO BOX 5041| PO BOX 5041 | PO BOX 5041 HEIDELBERG WEST DC VIC 3081, AUS| Victoria, 3049",0,,,
Custom Merchandise,"",human_rights,Low Moderate,Moderate Weak,46,AUS| CHN,High,"Commercial Printing (Except Screen and Books)| Gift, Novelty, and Souvenir Stores| Other Services Related to Advertising",Low,Digital printing| Inks| Printed publications| Printing and writing paper,Low Moderate,35000.0,low,Deforestation| PFAS,Data Breach High Incident| Deforestation| Water Pollution Supply Chain| Water Quantity Supply Chain,Print & Design,88912,Cricket Australia,0.37,46,0.34,0.65231,0.1,0.3481538869891097,2020-11-23 20:45:51 UTC,2021-10-19 21:25:44 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=88912,"Victoria, 3122",0,,,
Laundry Australia,,human_rights,Low Moderate,Moderate Weak,46,AUS| CHN,High,Drycleaning and Laundry Services (except Coin-Operated),Low,Disinfecting or presterilization cleaning equipment and solutions,Moderate,45743.0,,PFAS,Data Breach High Incident| Data Breach Vulnerability| PFAS,Cleaning,35383,Cricket Australia,0.36,46,0.332,0.65231,0.01,0.4053064515374256,2020-04-20 10:23:54 UTC,2021-10-19 19:09:43 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=35383,"20 PROPRIETARY ST, Brisbane, AU, 4173| 71-75 SHELTON STREET, COVENT GARDEN, LONDON, WC2H 9JQ, UNITED KINGDOM| PO BOX 2170, AU, 4007| Queensland, 4173",0,,,
Pivotal Business Technology Pty Ltd,,human_rights,Low Moderate,Moderate Weak,46,AUS,Low,Software Publishers,Low,Software,Moderate,7085.0,,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Software Licenses & Subscriptions,310115,Cricket Australia,0.36,46,0.264,0.09444,0.01,0.5818258466135467,2021-10-19 20:39:16 UTC,2021-10-19 20:39:17 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310115,"NIGERIA| OUTER MARINA, SUITE 12 3RD FLOOR CITY MALL, ONIKAN, LAGOS, Lagos Island| SUITE 12 3RD FLOOR CITY MALL OUTER MARINA, ONIKAN, LAGOS STATE",0,,,
Kadamba Technologies Pvt Ltd,"",human_rights,Low Moderate,Moderate Weak,0,IND,Moderate,Computer Facilities Management Services| Computer Systems Design Services| Custom Computer Programming Services| Management Consulting Services | Other Computer Related Services| Other Management Consulting Services,Low,Information Technology Consultation Services| Information technology IT management services| Information Technology Service Delivery,Low,94000.0,medium,,Conflict Mineral| Data Breach High Incident| Water Quantity Direct,IT Services,310136,Cricket Australia,0.36,0,0.3,0.4893,0.01,0.09994345499358509,2021-10-19 20:44:19 UTC,2021-10-19 20:44:20 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310136,"1 ST FLOOR,CITADEL117,RADHAKRISHNA SALAI CHENNAI IN600004| 1 ST FLOOR,CITADEL 117,RADHAKRISHNA SALAI CHENNAI TN 600004 IN| NO.2, II FLOOR, CITADEL, NO.117, DR. RADHAKRISHNAN SALAI, MYLAPORE CHENNAI Chennai TN 600004 IN",0,,,
Creative Fire Protection Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,46,AUS| CHN,High,Appliance Repair and Maintenance| Other Services to Buildings and Dwellings,Low,Facility Maintenance And Repair Services| Fire blankets| Fire Detection And Burglar Alarm Systems Installation Service| Fire Extinguisher Inspection Maintenance And Repair Service| Fire extinguishers| Fire Protection System And Equipment Maintenance Or Repair Service,Low Moderate,22000.0,low,Conflict Mineral| PFAS,Data Breach High Incident| Data Breach Vulnerability,Maintenance,310224,Cricket Australia,0.36,46,0.276,0.65231,0.1,0.32955471363331207,2021-10-19 21:09:13 UTC,2021-10-19 21:09:14 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310224,"175 Monroe Dr, McDonough, GA, 30252, United States| 2604 Windage Dr SW, Marietta, GA, 30008, United States",0,,,
Concept Safety Systems Pty Ltd t/a Locatrix,"",human_rights,Low Moderate,Moderate Weak,46,AUS| CHN,High,Appliance Repair and Maintenance| Other Services to Buildings and Dwellings,Low,Facility Maintenance And Repair Services| Fire blankets| Fire Detection And Burglar Alarm Systems Installation Service| Fire Extinguisher Inspection Maintenance And Repair Service| Fire extinguishers| Fire Protection System And Equipment Maintenance Or Repair Service,Low Moderate,1510.0,low,Conflict Mineral| PFAS,Data Breach High Incident| Data Breach Vulnerability,Maintenance,310225,Cricket Australia,0.36,46,0.324,0.65231,0.1,0.32955471363331207,2021-10-19 21:09:37 UTC,2021-10-19 21:09:38 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310225,,0,,,
DIMENSION DATA AUSTRALIA PTY LTD,"",human_rights,Low Moderate,Moderate Weak,50,AUS,Low,Other Scientific and Technical Consulting Services,Low,Information Technology Consultation Services| Software,Low,110000.0,medium,,Data Breach High Incident,,255863,Cricket Australia,0.36,50,0.268,0.09444,0.01,0.09978939666972486,2021-06-17 06:17:30 UTC,2025-06-26 03:51:55 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=255863,"Barry Mendall Frank & Co, Level 53, Mlc Centre, Martin Place, Sydney, Australia| C/- Datacom Systems Limited, 210 Federal Street, Auckland, NZ, 1141| C/-grant Thornton New Zealand Ltd, L4, 152 Fanshawe Street, Auckland, NZ, 1010| Level 53, 19 Martin Place, Sydney/nsw, AU, 2000| Level 6, 121 -127 Harrington Street, The Rocks, Sydney, Nsw Australia 2001, AU| New South Wales, 2000| Tower 3/201 Sussex St 2000 Sydney NSW NSW| TOWER 3, 201 SUSSEX STREET, SYDNEY, AU-NSW, 2000, AU| Tower 3/201 Sussex St, Sydney, NSW 2000| Tower 3/201 Sussex St Tower 3/201 Sussex St Sydney NSW 2000",0,,Low,0.09
URBAN AIRSHIP INC.,,human_rights,Low Moderate,Moderate Weak,0,USA,Low,Custom Computer Programming Services,Low,,,80728.0,,,Data Breach High Incident,INTL,607157,Cricket Australia,0.36,0,0.2,0.17059,0.01,,2023-03-08 04:13:48 UTC,2025-08-18 20:36:01 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=607157,,0,,,
White Turtle Studios LLP,,human_rights,Low Moderate,Moderate Weak,0,USA,Low,Custom Computer Programming Services,Low,,,84223.0,,,Data Breach High Incident,INTL,690970,Cricket Australia,0.36,0,0.2,0.17059,0.01,,2025-08-18 20:36:07 UTC,2025-08-18 20:36:07 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690970,,0,,,
Wix.com LTD,,human_rights,Low Moderate,Moderate Weak,0,USA,Low,Custom Computer Programming Services,Low,,,12000.0,,,Data Breach High Incident,INTL,690973,Cricket Australia,0.36,0,0.2,0.17059,0.01,,2025-08-18 20:36:08 UTC,2025-08-18 20:36:08 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690973,,0,,,
WPVIP,,human_rights,Low Moderate,Moderate Weak,0,USA,Low,Custom Computer Programming Services,Low,,,59312.0,,,Data Breach High Incident,INTL,690974,Cricket Australia,0.36,0,0.2,0.17059,0.01,,2025-08-18 20:36:08 UTC,2025-08-18 20:36:08 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690974,,0,,,
Persatuan Cricket Indonesia,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,All Other Amusement and Recreation Industries,Low,,,95182.0,,,Data Breach High Incident| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,INTL,691000,Cricket Australia,0.36,36,0.20400000000000001,0.17059,0.01,,2025-08-18 20:36:20 UTC,2025-08-18 20:36:21 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691000,,0,,,
Pinnacle Executive Cars Limited,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,"General Freight Trucking, Local",Low,,,13525.0,,,UK MSA| Water Pollution Supply Chain,INTL,691009,Cricket Australia,0.36,36,0.2,0.17059,0.01,,2025-08-18 20:36:23 UTC,2025-08-18 20:36:24 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691009,,0,,,
Realtimeboard Inc. dba Miro,,human_rights,Low Moderate,Moderate Weak,0,USA,Low,Custom Computer Programming Services,Low,,,30753.0,,,Data Breach High Incident,INTL,691024,Cricket Australia,0.36,0,0.2,0.17059,0.01,,2025-08-18 20:36:31 UTC,2025-08-18 20:36:31 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691024,,0,,,
RMC Performance Psychology Ltd.,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,Offices of Mental Health Practitioners (Except Physicians),Low,,,580.0,,,BLS Nonfatal| Water Pollution Supply Chain| Water Quantity Supply Chain,INTL,691030,Cricket Australia,0.36,36,0.2,0.17059,0.01,,2025-08-18 20:36:34 UTC,2025-08-18 20:36:34 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691030,,0,,,
Snap Printing Richmond,,human_rights,Low Moderate,Moderate Weak,36,AUS,Low,Commercial Printing (Except Screen and Books),Low,,,18753.0,,,Deforestation| Water Pollution Supply Chain| Water Quantity Supply Chain,GENERAL,691049,Cricket Australia,0.36,36,0.21600000000000003,0.09444,0.1,,2025-08-18 20:36:41 UTC,2025-08-18 20:36:41 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691049,,0,,,
Diligent Board Services Australia Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,46,AUS,Low,Software Publishers,Low,Software,Moderate,121000.0,medium,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Software Licenses & Subscriptions,310113,Cricket Australia,0.35,46,0.29600000000000004,0.09444,0.01,0.5818258466135467,2021-10-19 20:38:56 UTC,2021-10-19 20:38:57 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310113,"25 MARTIN PLACE| 25 MARTIN PLACE | 25 MARTIN PLACE SYDNEY NSW 2000, AUS| LEVEL 6, 50 MARTIN PLACE, SYDNEY, NSW 2000, AUSTRALIA| SUITE 706,LEVEL 7,50 CLARENCE STREET 2000 SYDNEY NSW| SUITE 706LEVEL 750 CLARENCE STREET SUITE 706LEVEL 750 CLARENCE STREET SYDNEY 0 2000| SUITE 706,LEVEL 7,50 CLARENCE STREET, SYDNEY, NSW 2000",0,,,
ILLION AUSTRALIA PTY LTD,"",human_rights,Low Moderate,Moderate Weak,50,AUS,Low,Software Publishers,Low,Software,Low,700.0,low,,Data Breach High Incident| Political Risk Liability,,254080,Cricket Australia,0.35,50,0.29600000000000004,0.09444,0.01,0.10022868217054264,2021-06-17 02:22:25 UTC,2025-06-27 04:58:04 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=254080,"479 ST KILDA ROAD| 479 ST KILDA ROAD | 479 ST KILDA ROAD MELBOURNE VIC 3004, AUS| G, 479 St Kilda Road, Melbourne, AU| PO BOX 7405,ST KILDA RD 3004 MELBOURNE VIC VIC| PO BOX 7405,ST KILDA RD, MELBOURNE, VIC 3004| PO BOX 7405ST KILDA RD PO BOX 7405ST KILDA RD MELBOURNE VIC 3004| Po Box 7405,St Kilda Road 3004 Melbourne VIC| Po Box 7405,St Kilda Road, Melbourne, VIC 3004| Po Box 7405St Kilda Road Po Box 7405St Kilda Road Melbourne 0 3004| Victoria, 3004",0,,Low,0.09
Sunset + Vine Productions Ltd,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,Advertising Agencies,Low,,,5351.0,,,Data Breach High Incident| Water Quantity Supply Chain,INTL,690928,Cricket Australia,0.35,36,0.20800000000000002,0.17059,0.01,,2025-08-18 20:35:49 UTC,2025-08-18 20:35:49 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690928,,0,,,
Swans Travel Limited,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,Travel Agencies,Low,,,49206.0,,,Data Breach Vulnerability,INTL,690929,Cricket Australia,0.35,36,0.21200000000000002,0.17059,0.01,,2025-08-18 20:35:50 UTC,2025-08-18 20:35:50 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690929,,0,,,
R.A.D Investigations,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,Investigation Services,Low,,,629.0,,,Data Breach Vulnerability,#N/A,691023,Cricket Australia,0.35,36,0.228,0.17059,0.01,,2025-08-18 20:36:30 UTC,2025-08-18 20:36:30 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691023,,0,,,
Snap Printing Abbotsford,,human_rights,Low Moderate,Moderate Weak,36,AUS,Low,Commercial Printing (Except Screen and Books),Low,,,6053.0,,,Deforestation| Water Pollution Supply Chain| Water Quantity Supply Chain,GENERAL,691048,Cricket Australia,0.35,36,0.22,0.09444,0.1,,2025-08-18 20:36:41 UTC,2025-08-18 20:36:41 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691048,,0,,,
Gartner Australasia Pty Limited,,human_rights,Low Moderate,Moderate Weak,50,AUS,Low,Cable and Other Subscription Programming| Software Publishers,Low,Software,Moderate,103400.0,medium,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Subscriptions,30087,Cricket Australia,0.34,50,0.256,0.09444,0.01,0.5818258466135467,2020-03-21 19:45:35 UTC,2021-10-19 20:35:44 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=30087,"    | 41 Shortland Street, Auckland, NZ| C/ Price Waterhouse, 66 Wyndham Street, Auckland| Level 18, 40 Mount Street 2060 Melbourne VIC VIC| LEVEL 18 - 40 MOUNT STREET  HMAS PLATYPUS NSW 2060| Level 18, 40 Mount Street, Melbourne, VIC 2060| Level 8, 66 Wyndham Street, Auckland Central, Auckland, NZ, 1010| PO BOX 2087| PO BOX 2087 | PO BOX 2087 MCLAREN VALE SA 5171, AUS",0,,Low,0.13205937499999998
Deloitte,"",human_rights,Low Moderate,Moderate,0,,High,,Low,,Low,120000.0,medium,,,,11740,Cricket Australia,0.34,0,0.5,0.65475,0.01,0.10006134969325153,2020-02-29 12:53:47 UTC,2025-06-26 03:38:33 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=11740,,0,,,
Thrive Sports International Ltd,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,All Other Amusement and Recreation Industries,Low,,,15000.0,,,Data Breach High Incident| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,INTL,690944,Cricket Australia,0.34,36,0.24,0.17059,0.01,,2025-08-18 20:35:57 UTC,2025-08-18 20:35:57 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690944,,0,,,
United Pro Sports LLC,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,All Other Amusement and Recreation Industries,Low,,,35239.0,,,Data Breach High Incident| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,INTL,690955,Cricket Australia,0.34,36,0.24400000000000002,0.17059,0.01,,2025-08-18 20:36:00 UTC,2025-08-18 20:36:00 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690955,,0,,,
OnePlan Ltd,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,Administrative Management and General Management Consulting Services,Low,,,9450.0,,,Data Breach High Incident,INTL,690994,Cricket Australia,0.34,36,0.24400000000000002,0.17059,0.01,,2025-08-18 20:36:16 UTC,2025-08-18 20:36:16 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=690994,,0,,,
Philippines Cricket Association,,human_rights,Low Moderate,Moderate Weak,36,USA,Low,All Other Amusement and Recreation Industries,Low,,,2563.0,,,Data Breach High Incident| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,INTL,691005,Cricket Australia,0.34,36,0.24400000000000002,0.17059,0.01,,2025-08-18 20:36:22 UTC,2025-08-18 20:36:22 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691005,,0,,,
SEDA Group Pty Ltd,,human_rights,Low Moderate,Moderate Weak,36,AUS,Low,Engineering Services,Low,,,76633.0,,,Data Breach High Incident| Water Pollution Supply Chain,GENERAL,543003,Cricket Australia,0.34,36,0.2,0.09444,0.01921,,2023-03-07 19:23:55 UTC,2025-08-18 20:36:36 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=543003,,0,,,
Snap Adelaide Flinders Street,,human_rights,Low Moderate,Moderate Weak,36,AUS,Low,Commercial Printing (Except Screen and Books),Low,,,538.0,,,Deforestation| Water Pollution Supply Chain| Water Quantity Supply Chain,GENERAL,691046,Cricket Australia,0.34,36,0.248,0.09444,0.1,,2025-08-18 20:36:41 UTC,2025-08-18 20:36:41 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691046,,0,,,
Snap Brisbane Albert Street,,human_rights,Low Moderate,Moderate Weak,36,AUS,Low,Commercial Printing (Except Screen and Books),Low,,,2185.0,,,Deforestation| Water Pollution Supply Chain| Water Quantity Supply Chain,GENERAL,691047,Cricket Australia,0.34,36,0.248,0.09444,0.1,,2025-08-18 20:36:41 UTC,2025-08-18 20:36:41 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=691047,,0,,,
Frdm,,human_rights,Low Moderate,Moderate Weak,0,USA,Low,Software Publishers,Low,,,,,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,,13231,Cricket Australia,0.34,0,0.24,0.17059,0.01,,2020-02-29 13:38:08 UTC,2025-12-07 21:32:04 UTC,711,0,https://app.frdm.co/supplier_link/signin?linked_company_id=711&supplier_id=13231,"1151 Maplewood Drive Itasca 60143| 160 ALAMO PLZ, UNIT 241 ALAMO CA 94507-4011| 499 Broadway #184, Bangor, ME, 04401, USA| 60 AMARIOU PERISTERI 12135| 8th Industrial Ave., Shipai, 523330| 9356 E HORSESHOE BEND DR, SCOTTSDALE, Maricopa, AZ, 85255| al NV Schiphol Boulevard 265 1171 AA| Arizona, 9356 E HORSESHOE BEND DR, 85255, SCOTTSDALE, AZ| BLOCK C, GROUND FLOOR, MING COURT, 19-23 MING YUEN WESTERN STREET| CO GEODIS CL GERMANY GMBH, BEHRINGSTRASSE 8, 63110 RODGAU, GERMANY| DEU| FLAT F,21/F1,SUPERLUCK IND.CENTER, HONG KONG . HONG KONG, CHINA| FLAT F,21/F1,SUPERLUCK IND.CENTER, PHASE 2, 57 SHA TSUI ROAD,TSUEN WAN ,N.T,HONG KONG.| FLAT F, 21 FL, SUPERLUCK IND. CENTE 57 SHA TSUI ROAD, TSUEN WAN, N.T, H TSUEN WAN HK| FLAT F , 21/FL. , SUPERLUCK IND.CENTER , PHASE2 , 57SHA TSUI ROAD , TSUEN WAN , N.T. , HONG KONG , HK| FLAT F , 21/F , SUPERLUCK IND. , CENTER PHASE 2 , 57 SHA TSUI ROAD , TSUEN WAN , HONG KONG , HK| Flat/RM F 21/F Superluck Ind Centre Phase 2 57 Sha Tsui Road| Flat/RM F 21/F Superluck Ind Centre Phase 2 57 Sha Tsui Road Tsuen Wan| FLAT/RM F 21/F SUPER LUCK IND CTR , PHASE 2 , 57 SHA TSUI RD TSUEN WAN , HONG KONG , CHINA , HK| Fuglevangsvej 45 8700| Head quarter 8th Industrial Ave., Shipai Dongguan 523000| HM REVENUE AND CUSTOMS, RUBY HOUSE, 8 RUBY PLACE, ABERDEEN| Maricopa| NO. 09 MOUNTAIN DRIVE, LISP II SEZ, BRGY. LA MESA,CALAMBA, LAGUNA| NO. 20 CHUNXING ROAD, XIANGCHENG, DISTRICT SUZHOU, JIANGSU, CHINA,215143, CN| Railway Across, Southwest block, Jichang Road 361000| Room 1702-03, 17/F., Fullerton Centre, HKG| SCHIPHOL BOULEVARD 265| SHOP C UPPER GROUND FLOOR MING COURT 19-23 MING YUEN WESTERN STREET NORTH POINT, HONG KONG| TECHNOLOGY (SUZHOU) CO., LTD, NO. 20 CHUNXING ROAD, XIANGCHENG DI, SUZHOU, JIANGSU, CHINA,215143, TINGYE CHEN: +86 15051438345| TECHNOLOGY (SUZHOU) CO., LTD, NO. 20 CHUNXING ROAD, XIANGCHENG DI, SUZHOU, JIANGSU, CHINA,215143, TINGYE CHEN; +86 15051438345| THE GATEWAY 25 CANTON RD HK NOTIFY DATIAN W.GROUP HK LTD UNIT03 05 06 1F AIRPORT FREIGHT FORWARDING CTRNO 2 CHUN WAN RD 000000 CHEK LAP KOK HONGKONG| UNIT 241 160 ALAMO PLAZA ALAMO   CA  94507, USA| VARTA-Platz 1, Ellwangen Jagst, DE-BW, 73479, DE| VARTA-Platz, DE, 73479, Ellwangen Jagst, Baden-Württemberg, 1| VARTA Platz Ellwangen 73479",0,,,
Facebook Ireland Limited,"",human_rights,Low Moderate,Moderate,0,IRL,Low Moderate,Other Services Related to Advertising| Software Publishers,Low,Software,Moderate,83000.0,medium,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Advertising,29933,Cricket Australia,0.33,0,0.5,0.24785,0.01,0.5818258466135467,2020-03-21 19:39:45 UTC,2021-10-19 18:35:51 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=29933,"4 Grand Canal Square Dublin 2 IE/Nicht zugeordnet D02X525| 4 GRAND CANAL SQUARE GRAND CANAL HARBOUR, DUBLIN 2, 0| 4 GRAND CANAL SQUARE GRAND CANAL HARBOUR, DUBLIN 2, 1.Eroare| 4 GRAND CANAL SQUARE GRAND CANAL HARBOUR DUBLIN 2,DUBLIN| 4 GRAND CANAL SQUARE GRAND CANAL HARBOUR DUBLIN 2,DUBLIN,Ireland| 4 GRAND CANAL SQUARE GRAND CANAL HARBOUR, DUBLIN 2, FISCALE18-06-2021| Merrion Road, Dublin, D04 X2K5, IE",0,,,
Talent International Pty Ltd,,human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Temporary Help Services,Low,,,156626.0,high,,Data Breach Vulnerability,Contingent Labour,309895,Cricket Australia,0.33,0,0.2,0.09444,0.01,,2021-10-19 19:30:57 UTC,2021-10-19 19:30:58 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309895,"Western Australia, 6000",0,,Low,0.0
Socialbakers,,human_rights,Low Moderate,Moderate Weak,41,CZE,Low,Management Consulting Services ,Low,,,73254.0,,,Data Breach High Incident,Various Consultants & Contractors,309926,Cricket Australia,0.33,41,0.24400000000000002,0.12804,0.01,,2021-10-19 19:39:59 UTC,2021-10-19 19:39:59 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309926,"12 rue de la Bourse, Paris, 75002, France| 27 avenue de l'Opéra, Paris, 75001, France| 3 rue de la Bourse, Paris, 75002, France",0,,Low,0.0
